HSD3B1_22	HSD3B1_23	CYP1A1_78	LDLR_18	CYP19A1_01	HSD3B1_26	MGC29463_01	IL13_02	IL10_13	FBXW7_05	IL12B_11	SEPP1_02	CYP19A1_34	KRAS_20	MX1_01	KRAS_01	PGR_12	MASP1_21	NFKBIE_02	PTH_03	CYP2C19_08	ABCC4_07	LDLR_01	GHR_90	RAD23B_03	ADH1C_15	ERBB2_03
1.1192576838065627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.263235506617384	0.0	0.0	13.375407479355772	8.752219314152487	0.0	7.575197252333776	0.0	5.434078212289206	0.0	0.0	0.0	0.0	0.0	0.0	7.686772784226559
0.0	1.2049893988824056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.686034167159917	0.0	0.0	12.058298493297315	9.227848390613058	0.0	6.8993532926040935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.109668642169819
0.0	0.0	7.462266905700199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0632487469123095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	5.133881635094051	0.0	0.0	0.0	6.2258881589762005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.851149401840416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	2.777080078158578	0.0	0.0	0.0	0.0	6.080804002423301	0.0	0.0	0.0	8.195648793222388	6.950410510628924	10.609787951273209	0.0	7.551685315385814	0.0	7.0177695911918025	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	1.2860225596909913	0.0	0.0	0.0	5.003782859308226	0.0	8.48890542799805	0.0	0.0	12.200565430040067	9.647421640698362	0.0	7.541380514231744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.456438729410285
0.0	0.0	0.0	0.0	0.0	0.0	2.8317985855638828	0.0	0.0	0.0	0.0	0.0	0.0	7.411872877979775	0.0	9.983527682213555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	6.225888158976378	0.0	0.0	0.0	3.464265391715182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.157500539500639	0.0	0.0	0.0	0.0	5.46447447473879	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.07617071037052	0.0	0.0	0.0	0.0	0.0	0.0	5.216119558124266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	6.080804002423346	5.0037828593083145	0.0	0.0	0.0	4.308843289926623	0.0	0.0	5.549217405079743	0.0	0.0	0.0	0.0	0.0	6.385184481362627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.121833945523147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9.263235506617473	8.686034167159828	0.0	0.0	0.0	8.488905427998006	0.0	0.0	0.0	0.0	0.0	1.847353909952787	0.0	0.0	8.500264150898662	0.0	0.0	10.577469779832516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.549217405079743	0.0	0.0	2.2063109878659226	8.126609161879728	7.069586765976776	10.50572222220687	0.0	7.7018643102868545	0.0	7.150173823276829	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	8.195648793222432	0.0	7.411872877979819	0.0	0.0	0.0	0.0	0.0	8.126609161879728	1.725583886911597	6.023011586725646	0.0	0.0	5.982343270537349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13.375407479355772	12.05829849329727	0.0	0.0	6.950410510628746	12.200565430040022	0.0	0.0	0.0	0.0	0.0	8.500264150898618	7.069586765976776	6.023011586725868	3.3783234144771246	8.916869313785014	0.0	5.939210180357524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8.752219314152399	9.22784839061288	7.063248746912398	0.0	10.609787951273209	9.647421640698362	9.983527682213467	0.0	5.216119558124266	0.0	0.0	0.0	10.505722222206959	0.0	8.91686931378497	3.2008875710298756	5.433391177399738	0.0	0.0	0.0	0.0	0.0	0.0	6.926053914412789	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.433391177399738	5.223054748973688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7.575197252333776	6.899353292604182	0.0	5.851149401840328	7.551685315385903	7.541380514231744	0.0	7.15750053950055	0.0	0.0	0.0	10.577469779832516	7.701864310286943	5.9823432705371715	5.939210180357657	0.0	0.0	5.176530787555178	6.035457020015222	7.407498463909423	5.654443526316966	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.385184481362582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.035457020015222	6.2805860399369084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5.434078212289117	0.0	0.0	0.0	7.017769591191847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.150173823276917	0.0	0.0	0.0	0.0	7.407498463909334	0.0	3.765299718356907	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.654443526317099	0.0	0.0	4.863739833873271	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.368015268820535	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.464474474738834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.234027840113555	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.926053914412877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7880543871525285	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6367254743931543	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.581010343943871	0.0
7.686772784226559	6.109668642169819	0.0	0.0	0.0	6.456438729410108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.388669927460166
